born | C:BIRTH
molestation | C:VIOLENCE-INCIDENT
forced him to | C:VIOLENCE-INCIDENT
opened fire | C:VIOLENCE-INCIDENT
invests in | C:OWNERSHIP
voted unanimously to | C:STATEMENT
travelled to | C:LOCATION-RELATED
has cost | C:OWNERSHIP
legislative | C:LAW-RELATED
severed direct connections to | C:LOCATION-RELATED
backed by a group of | C:INTERACTION
concocted | C:CREATION
rammed a bill | C:CREATION
enacted to | C:LAW-RELATED
acquittal | C:LAW-RELATED
ransom | C:VIOLENCE-INCIDENT
drafted by | C:CREATION
emotional distress | C:HEALTH-CONDITION
seized | C:LAW-RELATED
forced disappearance | C:VIOLENCE-INCIDENT
imposed a fine | C:LAW-RELATED
found guilty | C:LAW-RELATED
returned home | C:LOCATION-RELATED
vomited | C:HEALTH-CONDITION
reacting to | C:STATEMENT
acquittals | C:LAW-RELATED
seize | C:LAW-RELATED
mentions | C:STATEMENT
serves as guardian of | C:ENGAGEMENT
travels | C:LOCATION-RELATED
bans | C:LAW-RELATED
regulates | C:LAW-RELATED
travelled | C:LOCATION-RELATED
credited with | C:STATEMENT
riots | C:VIOLENCE-INCIDENT
underlined that | C:STATEMENT
had sex with | C:INTERACTION
have sex with | C:INTERACTION
has sex with | C:INTERACTION
take stances | C:STATEMENT
imposed the ban | C:LAW-RELATED
impose the ban | C:LAW-RELATED
voted at least | C:STATEMENT
makes it illegal | C:LAW-RELATED
stressed the need | C:STATEMENT
drove to | C:LOCATION-RELATED
funds spent | C:OWNERSHIP
faces charges of | C:LAW-RELATED
disturbances | C:VIOLENCE-INCIDENT
dies at	| C:DEATH
serve as a catalyst for | C:ENGAGEMENT
is leaving office after | C:ENGAGEMENT
took to the streets in | C:LOCATION-RELATED
raised the topic of	| C:STATEMENT
chatted with | C:INTERACTION
obsessed with | C:STATEMENT
thrilled that | C:STATEMENT
had been bribing | C:LAW-RELATED
was considering	| C:STATEMENT
have always maintained that	| C:STATEMENT
disclaims any | C:STATEMENT
stranded in | C:LOCATION-RELATED
dragged down shares | C:OWNERSHIP
are responding with	| C:STATEMENT
broke out at marches | C:VIOLENCE-INCIDENT
has scheduled a trip | C:LOCATION-RELATED
trigger violence in	| C:VIOLENCE-INCIDENT
trigger violence in	| C:LOCATION-RELATED
stressed the need to | C:STATEMENT
migrate to | C:LOCATION-RELATED
distance himself from | C:STATEMENT
distance himself from | C:STATEMENT
came to power | C:ENGAGEMENT
urge people to | C:STATEMENT
sitting next to	| C:INTERACTION
pinpoints | C:STATEMENT
tuned to his supporters at | C:LOCATION-RELATED
sat down with | C:INTERACTION
is performing at | C:LOCATION-RELATED
publicize | C:CREATION
found guilty on	| C:LAW-RELATED
will conduct | C:CREATION
pushed hard for | C:STATEMENT
retires after | C:ENGAGEMENT
makes them perfect candidates for | C:ENGAGEMENT
seized control of | C:LAW-RELATED
lived there with | C:INTERACTION
dealing with members of | C:INTERACTION
clashed with | C:INTERACTION
conspired with | C:INTERACTION
clash with | C:INTERACTION
conspire with | C:INTERACTION
clashes with | C:INTERACTION
conspires with | C:INTERACTION
plan to brief | C:STATEMENT
screamed for | C:STATEMENT
warn that | C:STATEMENT
take X-rays from | C:HEALTH-CONDITION
groped her | C:STATEMENT
grope him | C:STATEMENT
ransacked | C:VIOLENCE-INCIDENT
aggravated assault with | C:STATEMENT
drove to | C:LOCATION-RELATED
sues | C:LAW-RELATED
cancer | C:HEALTH-CONDITION
fell ill in | C:HEALTH-CONDITION
fell ill with | C:HEALTH-CONDITION
stranded in | C:LOCATION-RELATED
turned down | C:STATEMENT
gathered outside the | C:LOCATION-RELATED
had approached | C:INTERACTION
have approached | C:INTERACTION
has approached | C:INTERACTION
have slept with	| C:INTERACTION
buried at | C:LOCATION-RELATED
buried at | C:DEATH
passed a law in | C:LAW-RELATED
entered a not guilty plea to | C:LAW-RELATED
people dying in	| C:DEATH
people dying in	| C:LOCATION-RELATED
put forward by | C:STATEMENT
kidnap | C:VIOLENCE-INCIDENT
disappearances | C:VIOLENCE-INCIDENT
hold on the office since | C:ENGAGEMENT
offended | C:STATEMENT
became emotional at	| C:STATEMENT
join them in | C:INTERACTION
returns to | C:LOCATION-RELATED
defraud	| C:LAW-RELATED
migrate to | C:LOCATION-RELATED
location of | C:LOCATION-RELATED
court appearance | C:LAW-RELATED
severely beaten	| C:HEALTH-CONDITION
vex | C:STATEMENT
vexes | C:STATEMENT
submitted a resolution on | C:STATEMENT
referring to | C:STATEMENT
has long been associated with | C:ENGAGEMENT
was not breathing | C:HEALTH-CONDITION
vandalized | C:VIOLENCE-INCIDENT
recovers from | C:HEALTH-CONDITION
strangled | C:HEALTH-CONDITION
paralysed | C:HEALTH-CONDITION
passed a law | C:LAW-RELATED
found the bodies of	| C:DEATH
works closely with | C:INTERACTION
works closely with | C:ENGAGEMENT
outlined to the owners | C:OWNERSHIP
reclaim the office | C:ENGAGEMENT
groped by | C:STATEMENT
neighborhoods in | C:LOCATION-RELATED
had sex with | C:INTERACTION
driving to | C:LOCATION-RELATED
ruins of | C:STATEMENT
stressed the importance | C:STATEMENT
victimized | C:VIOLENCE-INCIDENT
signalled | C:STATEMENT
acquitted | C:LAW-RELATED
acquitted | C:STATEMENT
jail for | C:LAW-RELATED
unauthorized | C:LAW-RELATED
took a new job | C:ENGAGEMENT
has been turning a blind eye | C:STATEMENT
has ceased to represent	| C:ENGAGEMENT
humiliated | C:STATEMENT
rehabilitate | C:STATEMENT
wish to take part | C:ENGAGEMENT
taken to hospital with | C:HEALTH-CONDITION
ordered by courts | C:LAW-RELATED
tension with | C:INTERACTION
rescued by | C:VIOLENCE-INCIDENT
am very happy to | C:STATEMENT
escorted to a court in | C:LOCATION-RELATED
escorted to a court | C:LAW-RELATED
sentiments of | C:STATEMENT
blocked the border with | C:LOCATION-RELATED
get in touch with | C:INTERACTION
excited that | C:STATEMENT
key vendors operating in | C:LOCATION-RELATED
settlement in | C:LOCATION-RELATED
gathered with | C:INTERACTION
was not feeling well | C:HEALTH-CONDITION
persuaded | C:STATEMENT
hurled stones at | C:VIOLENCE-INCIDENT
praises	| C:STATEMENT
show up at | C:PARTICIPATION
had hoped that | C:STATEMENT
become increasingly critical of | C:STATEMENT
play an important role in | C:ENGAGEMENT
was returning to | C:LOCATION-RELATED
pardoned | C:STATEMENT
did not name | C:STATEMENT
worked closely with	| C:INTERACTION
reckon | C:STATEMENT
lie about | C:STATEMENT
attempted suicide | C:VIOLENCE-INCIDENT
enforcing restrictions | C:LAW-RELATED
anticipate that | C:STATEMENT
rewarded with | C:ACHIEVEMENT
found him guilty of | C:LAW-RELATED
found her guilty of | C:LAW-RELATED
regards himself | C:STATEMENT
regards herself | C:STATEMENT
shelled the town of	| C:VIOLENCE-INCIDENT
looted | C:VIOLENCE-INCIDENT
shelled areas in | C:VIOLENCE-INCIDENT	
gathered in	| C:LOCATION-RELATED
gathered in front of | C:LOCATION-RELATED
threw stones at | C:VIOLENCE-INCIDENT
dropped barrel bombs | C:VIOLENCE-INCIDENT
blocked a road in | C:LOCATION-RELATED
chanted slogans against | C:STATEMENT 
killing of | C:DEATH
killing of | C:VIOLENCE-INCIDENT
shelled the village of | C:VIOLENCE-INCIDENT
shelled the village of | C:LOCATION-RELATED
kills  | C:VIOLENCE-INCIDENT
clashes broke out | C:VIOLENCE-INCIDENT
fired grenade | C:VIOLENCE-INCIDENT
hurled a hand grenade at | C:VIOLENCE-INCIDENT
fired artillery | C:VIOLENCE-INCIDENT
bombarded | C:VIOLENCE-INCIDENT
held a rally in | C:VIOLENCE-INCIDENT
held a rally in | C:LOCATION-RELATED
raised slogans against | C:STATEMENT
shelled regime positions in | C:VIOLENCE-INCIDENT
shelled regime positions in | C:LOCATION-RELATED
thre hand grenade | C:VIOLENCE-INCIDENT
fired small arms | C:VIOLENCE-INCIDENT
exchanged fire across | C:VIOLENCE-INCIDENT
have fired artillery | C:VIOLENCE-INCIDENT
fired missiles | C:VIOLENCE-INCIDENT
shot at | C:VIOLENCE-INCIDENT
clashed at | C:VIOLENCE-INCIDENT
pelted stones | C:VIOLENCE-INCIDENT
exchanged fire with | C:VIOLENCE-INCIDENT
fired with small arms | C:VIOLENCE-INCIDENT
fired rockets | C:VIOLENCE-INCIDENT
clash broke out | C:VIOLENCE-INCIDENT
used tear gas | C:VIOLENCE-INCIDENT
burnt down | C:VIOLENCE-INCIDENT
exchanged gunfire | C:VIOLENCE-INCIDENT
fired rocket shells | C:VIOLENCE-INCIDENT
fired artillery shells | C:VIOLENCE-INCIDENT
exchanged gunfire | C:VIOLENCE-INCIDENT
fired heavy machine guns | C:VIOLENCE-INCIDENT
clashed against | C:VIOLENCE-INCIDENT
shouted slogans against | C:STATEMENT
threw a grenade | C:VIOLENCE-INCIDENT
took to the streets | C:VIOLENCE-INCIDENT
fired tear gas | C:VIOLENCE-INCIDENT
threw rocks | C:VIOLENCE-INCIDENT
fired upon each other | C:VIOLENCE-INCIDENT
defrauded by | C:LAW-RELATED
blew himself up	| C:LAW-RELATED
intercepted by	| C:LAW-RELATED
exchanged gunfire | C:VIOLENCE-INCIDENT
riot broke out | C:VIOLENCE-INCIDENT
marched through | C:VIOLENCE-INCIDENT
shot down | C:VIOLENCE-INCIDENT
threw Molotov cocktails | C:VIOLENCE-INCIDENT
clashed violently with | C:VIOLENCE-INCIDENT
police tried to | C:VIOLENCE-INCIDENT
fired mortar shells | C:VIOLENCE-INCIDENT
fired shots | C:VIOLENCE-INCIDENT
fired back | C:VIOLENCE-INCIDENT
invaded | C:VIOLENCE-INCIDENT
burnt effigies of | C:VIOLENCE-INCIDENT
laid siege to | C:VIOLENCE-INCIDENT
fired artillery shells | C:VIOLENCE-INCIDENT
torture in | C:VIOLENCE-INCIDENT
hurled a hand grenade | C:VIOLENCE-INCIDENT
fired teargas | C:VIOLENCE-INCIDENT
fired mortars | C:VIOLENCE-INCIDENT
fired heavy machine gun artillery | C:VIOLENCE-INCIDENT
staged a rally against | C:VIOLENCE-INCIDENT
fired machine guns | C:VIOLENCE-INCIDENT
fired tear gas | C:VIOLENCE-INCIDENT
rallied in front of | C:VIOLENCE-INCIDENT
hurled a grenade | C:VIOLENCE-INCIDENT
blocked roads | C:VIOLENCE-INCIDENT
blocked the road | C:VIOLENCE-INCIDENT
fired a missile | C:VIOLENCE-INCIDENT
have shot | C:VIOLENCE-INCIDENT
ambushed a group | C:VIOLENCE-INCIDENT
set on fire by | C:VIOLENCE-INCIDENT
pelted stones | C:VIOLENCE-INCIDENT
battled with | C:VIOLENCE-INCIDENT
used teargas | C:VIOLENCE-INCIDENT
have shot down | C:VIOLENCE-INCIDENT
forced them | C:VIOLENCE-INCIDENT
hurled a petrol bomb | C:VIOLENCE-INCIDENT
took out a rally from | C:VIOLENCE-INCIDENT
hurled rocks | C:VIOLENCE-INCIDENT
hijacked | C:VIOLENCE-INCIDENT
fired artillery shells | C:VIOLENCE-INCIDENT
resulted in fatalities | C:VIOLENCE-INCIDENT
shot at by | C:VIOLENCE-INCIDENT
burnt the effigies of | C:VIOLENCE-INCIDENT
ambushed a convoy | C:VIOLENCE-INCIDENT
blocked the road | C:VIOLENCE-INCIDENT
used tear gas | C:VIOLENCE-INCIDENT
fired rubber bullets | C:VIOLENCE-INCIDENT
fired small arms | C:VIOLENCE-INCIDENT
grenade launchers | C:VIOLENCE-INCIDENT
fight broke out | C:VIOLENCE-INCIDENT
blocked a street with burning | C:VIOLENCE-INCIDENT
dropped barrel bombs | C:VIOLENCE-INCIDENT
fired missiles | C:VIOLENCE-INCIDENT
held a rally | C:VIOLENCE-INCIDENT
police used force | C:VIOLENCE-INCIDENT
forced to flee | C:VIOLENCE-INCIDENT
chanted slogans | C:VIOLENCE-INCIDENT
threw a hand grenade | C:VIOLENCE-INCIDENT
cordoned off | C:VIOLENCE-INCIDENT
tear gas at | C:VIOLENCE-INCIDENT
blocked the road | C:VIOLENCE-INCIDENT
heavy machine gun fire | C:VIOLENCE-INCIDENT
throw stones at | C:VIOLENCE-INCIDENT
fired with small arms | C:VIOLENCE-INCIDENT
dropped several barrel bombs | C:VIOLENCE-INCIDENT
held a rally | C:VIOLENCE-INCIDENT
rallied | C:VIOLENCE-INCIDENT
fired one artillery shell | C:VIOLENCE-INCIDENT
guided missiles | C:VIOLENCE-INCIDENT
blocked access to | C:VIOLENCE-INCIDENT
forces shot down | C:VIOLENCE-INCIDENT
threw a grenade | C:VIOLENCE-INCIDENT
blocked roads | C:VIOLENCE-INCIDENT
raided the house | C:VIOLENCE-INCIDENT
fired into the air | C:VIOLENCE-INCIDENT
ceasefire | C:VIOLENCE-INCIDENT
fired in the air | C:VIOLENCE-INCIDENT
hunger strikes against | C:VIOLENCE-INCIDENT
dropped bombs | C:VIOLENCE-INCIDENT
blocked roads at | C:VIOLENCE-INCIDENT
barricaded roads | C:VIOLENCE-INCIDENT
fired shots | C:VIOLENCE-INCIDENT
blocked traffic | C:VIOLENCE-INCIDENT
came under fire | C:VIOLENCE-INCIDENT
blew themselves up | C:VIOLENCE-INCIDENT
fired dozens of | C:VIOLENCE-INCIDENT
exchanged gunfire | C:VIOLENCE-INCIDENT
planted by an unidentified armed group | C:VIOLENCE-INCIDENT
fired with different types | C:VIOLENCE-INCIDENT
exchanged heavy gunfire | C:VIOLENCE-INCIDENT
looted by | C:VIOLENCE-INCIDENT
fired grenade launchers | C:VIOLENCE-INCIDENT
barricaded with | C:VIOLENCE-INCIDENT
exchanged fire over | C:VIOLENCE-INCIDENT
police broke up | C:VIOLENCE-INCIDENT
fired shells | C:VIOLENCE-INCIDENT
hurled crude bombs | C:VIOLENCE-INCIDENT
forces shelling | C:VIOLENCE-INCIDENT
forces reportedly shot down | C:VIOLENCE-INCIDENT
marched against | C:VIOLENCE-INCIDENT
guided missile | C:VIOLENCE-INCIDENT
rallied at | C:VIOLENCE-INCIDENT
exchanged heavy fire | C:VIOLENCE-INCIDENT
fired a rocket | C:VIOLENCE-INCIDENT
forces used tear gas | C:VIOLENCE-INCIDENT
fired teargas | C:VIOLENCE-INCIDENT
staged a rally | C:VIOLENCE-INCIDENT
shelled positions | C:VIOLENCE-INCIDENT
fired rubber bullets | C:VIOLENCE-INCIDENT
blocked a street | C:VIOLENCE-INCIDENT
fired shells | C:VIOLENCE-INCIDENT
fired a ballistic missile | C:VIOLENCE-INCIDENT
fired artillery | C:VIOLENCE-INCIDENT
forces killing | C:VIOLENCE-INCIDENT
brought military reinforcements | C:VIOLENCE-INCIDENT
forces shot | C:VIOLENCE-INCIDENT
tear gas against | C:VIOLENCE-INCIDENT
fired medium machine guns | C:VIOLENCE-INCIDENT
took out a rally against | C:VIOLENCE-INCIDENT
threw a petrol bomb | C:VIOLENCE-INCIDENT
indiscriminate fire on | C:VIOLENCE-INCIDENT
placed in | C:LOCATION-RELATED
rioted against | C:VIOLENCE-INCIDENT
fired shots | C:VIOLENCE-INCIDENT
staged a rally | C:VIOLENCE-INCIDENT
rallies throughout | C:VIOLENCE-INCIDENT
fired heavy artillery | C:VIOLENCE-INCIDENT
armed clash broke out | C:VIOLENCE-INCIDENT
clashes that broke out | C:VIOLENCE-INCIDENT
attempted to steal | C:VIOLENCE-INCIDENT
stormed the house | C:VIOLENCE-INCIDENT	
shouted slogans | C:VIOLENCE-INCIDENT
fired Katyusha rockets | C:VIOLENCE-INCIDENT
blocked the road | C:VIOLENCE-INCIDENT
attempted to rape | C:VIOLENCE-INCIDENT
fired artillery | C:VIOLENCE-INCIDENT
have ambushed | C:VIOLENCE-INCIDENT
used water cannons | C:VIOLENCE-INCIDENT
assassinations | C:VIOLENCE-INCIDENT
assassinations | C:DEATH
fire on | C:VIOLENCE-INCIDENT
opened gunfire | C:VIOLENCE-INCIDENT
fired mortar rounds | C:VIOLENCE-INCIDENT
attempted offensive | C:VIOLENCE-INCIDENT
dropped cluster munitions | C:VIOLENCE-INCIDENT
shot at | C:VIOLENCE-INCIDENT
exchanged fire | C:VIOLENCE-INCIDENT
opened live fire | C:VIOLENCE-INCIDENT
fired artillery shells | C:VIOLENCE-INCIDENT
demand the release of | C:VIOLENCE-INCIDENT
used rubber bullets | C:VIOLENCE-INCIDENT
shelled the area | C:VIOLENCE-INCIDENT
fired sniper rifles | C:VIOLENCE-INCIDENT
hurled bombs | C:VIOLENCE-INCIDENT
looted | C:VIOLENCE-INCIDENT
fired gunshots | C:VIOLENCE-INCIDENT
threw eggs at | C:VIOLENCE-INCIDENT
shot down | C:VIOLENCE-INCIDENT
burnt down | C:VIOLENCE-INCIDENT
chanted slogans | C:VIOLENCE-INCIDENT
threw grenades | C:VIOLENCE-INCIDENT
rioted at | C:VIOLENCE-INCIDENT
fired a shell | C:VIOLENCE-INCIDENT
hurled a hand-grenade | C:VIOLENCE-INCIDENT
went on strike | C:VIOLENCE-INCIDENT
exchanged gunfire | C:VIOLENCE-INCIDENT
blocked a road with burning | C:VIOLENCE-INCIDENT
have ambushed | C:VIOLENCE-INCIDENT
beat him with | C:VIOLENCE-INCIDENT
continued demonstrating | C:VIOLENCE-INCIDENT
beat them with | C:VIOLENCE-INCIDENT
took to the streets against | C:VIOLENCE-INCIDENT
rioted over | C:VIOLENCE-INCIDENT
took out a march | C:VIOLENCE-INCIDENT
fired several shells | C:VIOLENCE-INCIDENT
fired rockets | C:VIOLENCE-INCIDENT
found the body of | C:VIOLENCE-INCIDENT
clashed between | C:VIOLENCE-INCIDENT
taken hostage | C:VIOLENCE-INCIDENT
burn down | C:VIOLENCE-INCIDENT
blocked the roads | C:VIOLENCE-INCIDENT
shelled parts of | C:VIOLENCE-INCIDENT
targeted the town of | C:VIOLENCE-INCIDENT
staged a rally in | C:VIOLENCE-INCIDENT
shelled the outskirts of | C:VIOLENCE-INCIDENT
held rallies in | C:VIOLENCE-INCIDENT
targeted areas in | C:VIOLENCE-INCIDENT
bombarded areas in | C:VIOLENCE-INCIDENT
blocked a street in | C:VIOLENCE-INCIDENT
blocked the road in | C:VIOLENCE-INCIDENT
took out a rally in | C:VIOLENCE-INCIDENT
armed group in | C:VIOLENCE-INCIDENT
shelled areas of | C:VIOLENCE-INCIDENT
shelled the vicinity of | C:VIOLENCE-INCIDENT
captured the village of | C:VIOLENCE-INCIDENT
shelled places in | C:VIOLENCE-INCIDENT
hit residential area in | C:VIOLENCE-INCIDENT
hit forces in | C:VIOLENCE-INCIDENT
gathered in the streets of | C:VIOLENCE-INCIDENT
clashed near | C:VIOLENCE-INCIDENT
hit military site in | C:VIOLENCE-INCIDENT
fired shots in | C:VIOLENCE-INCIDENT
shelled civilian areas in | C:VIOLENCE-INCIDENT
broke out in | C:VIOLENCE-INCIDENT
targeted the village of | C:VIOLENCE-INCIDENT
exchanged gunfire in | C:VIOLENCE-INCIDENT
blocked the road between | C:VIOLENCE-INCIDENT
rallied in | C:VIOLENCE-INCIDENT
blocked the entrance to | C:VIOLENCE-INCIDENT
exchanged fire in | C:VIOLENCE-INCIDENT
marched towards | C:VIOLENCE-INCIDENT
blocked traffic in | C:VIOLENCE-INCIDENT
held a march in | C:VIOLENCE-INCIDENT
targeted civilian areas in | C:VIOLENCE-INCIDENT
blocked a highway in | C:VIOLENCE-INCIDENT
intervened in | C:VIOLENCE-INCIDENT
shelled the villages of | C:VIOLENCE-INCIDENT
forces clash in | C:VIOLENCE-INCIDENT
blocked the main road in | C:VIOLENCE-INCIDENT
targeted regime positions in | C:VIOLENCE-INCIDENT
recaptured the village of | C:VIOLENCE-INCIDENT
marched in the streets of | C:VIOLENCE-INCIDENT
captured the town of | C:VIOLENCE-INCIDENT
targeted the villages of | C:VIOLENCE-INCIDENT
marched through the streets of | C:VIOLENCE-INCIDENT
took out rallies in | C:VIOLENCE-INCIDENT
took out a procession in | C:VIOLENCE-INCIDENT
raided the village of | C:VIOLENCE-INCIDENT
blocked a highway near | C:VIOLENCE-INCIDENT
captured the villages of | C:VIOLENCE-INCIDENT
gathered together in | C:VIOLENCE-INCIDENT
blocked the highway in | C:VIOLENCE-INCIDENT
crowd held a rally in | C:VIOLENCE-INCIDENT
staged a sit-in rally in | C:VIOLENCE-INCIDENT
staged a rally outside | C:VIOLENCE-INCIDENT
guided missile in | C:VIOLENCE-INCIDENT
blocked trains in | C:VIOLENCE-INCIDENT
lies in the vicinity | C:VIOLENCE-INCIDENT
blocked a road near | C:VIOLENCE-INCIDENT
targeted the outskirts of | C:VIOLENCE-INCIDENT
raided a house in | C:VIOLENCE-INCIDENT
staged a march in | C:VIOLENCE-INCIDENT
shelled residential areas in | C:VIOLENCE-INCIDENT
blocked the entrance of | C:VIOLENCE-INCIDENT
shelled civilian houses in | C:VIOLENCE-INCIDENT
went on strike in | C:VIOLENCE-INCIDENT
shelled the area of | C:VIOLENCE-INCIDENT
hit a landmine in | C:VIOLENCE-INCIDENT
hit areas in | C:VIOLENCE-INCIDENT
blocked the roads in | C:VIOLENCE-INCIDENT
blocked the road near | C:VIOLENCE-INCIDENT
struck the town of | C:VIOLENCE-INCIDENT
struck the village of | C:VIOLENCE-INCIDENT
hit Military site in | C:VIOLENCE-INCIDENT
defected from | C:VIOLENCE-INCIDENT
targeted the vicinity of | C:VIOLENCE-INCIDENT
bombarded the town of | C:VIOLENCE-INCIDENT
shelled the city of | C:VIOLENCE-INCIDENT
took the streets of | C:VIOLENCE-INCIDENT
raised slogans in | C:VIOLENCE-INCIDENT
groups held rallies in | C:VIOLENCE-INCIDENT
shelled civilian homes in | C:VIOLENCE-INCIDENT
targeted a house in | C:VIOLENCE-INCIDENT
was travelling in | C:VIOLENCE-INCIDENT
staged rallies in | C:VIOLENCE-INCIDENT
blocked the road outside | C:VIOLENCE-INCIDENT
clashed in the area of | C:VIOLENCE-INCIDENT
hit a roadside bomb in | C:VIOLENCE-INCIDENT
took the streets in | C:VIOLENCE-INCIDENT
stepped on a landmine | C:VIOLENCE-INCIDENT
took to the streets across | C:VIOLENCE-INCIDENT
held a rally outside | C:VIOLENCE-INCIDENT
targeted civilian houses in | C:VIOLENCE-INCIDENT
block roads in | C:VIOLENCE-INCIDENT
raided the town of | C:VIOLENCE-INCIDENT
clashed in the town of | C:VIOLENCE-INCIDENT
gathered in the center of | C:VIOLENCE-INCIDENT
exchanged firing across | C:VIOLENCE-INCIDENT
took out a torch rally in | C:VIOLENCE-INCIDENT
caused a fire in | C:VIOLENCE-INCIDENT
blocked several roads in | C:VIOLENCE-INCIDENT
have regained control of | C:VIOLENCE-INCIDENT
shelled parts of | C:LOCATION-RELATED
targeted the town of | C:LOCATION-RELATED
staged a rally in | C:LOCATION-RELATED
shelled the outskirts of | C:LOCATION-RELATED
held rallies in | C:LOCATION-RELATED
targeted areas in | C:LOCATION-RELATED
bombarded areas in | C:LOCATION-RELATED
blocked a street in | C:LOCATION-RELATED
blocked the road in | C:LOCATION-RELATED
took out a rally in | C:LOCATION-RELATED
armed group in | C:LOCATION-RELATED
shelled areas of | C:LOCATION-RELATED
shelled the vicinity of | C:LOCATION-RELATED
captured the village of | C:LOCATION-RELATED
shelled places in | C:LOCATION-RELATED
hit residential area in | C:LOCATION-RELATED
hit forces in | C:LOCATION-RELATED
gathered in the streets of | C:LOCATION-RELATED
clashed near | C:LOCATION-RELATED
hit military site in | C:LOCATION-RELATED
fired shots in | C:LOCATION-RELATED
shelled civilian areas in | C:LOCATION-RELATED
broke out in | C:LOCATION-RELATED
targeted the village of | C:LOCATION-RELATED
exchanged gunfire in | C:LOCATION-RELATED
blocked the road between | C:LOCATION-RELATED
rallied in | C:LOCATION-RELATED
blocked the entrance to | C:LOCATION-RELATED
exchanged fire in | C:LOCATION-RELATED
marched towards | C:LOCATION-RELATED
blocked traffic in | C:LOCATION-RELATED
held a march in | C:LOCATION-RELATED
targeted civilian areas in | C:LOCATION-RELATED
blocked a highway in | C:LOCATION-RELATED
intervened in | C:LOCATION-RELATED
shelled the villages of | C:LOCATION-RELATED
forces clash in | C:LOCATION-RELATED
blocked the main road in | C:LOCATION-RELATED
targeted regime positions in | C:LOCATION-RELATED
recaptured the village of | C:LOCATION-RELATED
marched in the streets of | C:LOCATION-RELATED
captured the town of | C:LOCATION-RELATED
targeted the villages of | C:LOCATION-RELATED
marched through the streets of | C:LOCATION-RELATED
took out rallies in | C:LOCATION-RELATED
took out a procession in | C:LOCATION-RELATED
raided the village of | C:LOCATION-RELATED
blocked a highway near | C:LOCATION-RELATED
captured the villages of | C:LOCATION-RELATED
gathered together in | C:LOCATION-RELATED
blocked the highway in | C:LOCATION-RELATED
crowd held a rally in | C:LOCATION-RELATED
staged a sit-in rally in | C:LOCATION-RELATED
staged a rally outside | C:LOCATION-RELATED
guided missile in | C:LOCATION-RELATED
blocked trains in | C:LOCATION-RELATED
lies in the vicinity | C:LOCATION-RELATED
blocked a road near | C:LOCATION-RELATED
targeted the outskirts of | C:LOCATION-RELATED
raided a house in | C:LOCATION-RELATED
staged a march in | C:LOCATION-RELATED
shelled residential areas in | C:LOCATION-RELATED
blocked the entrance of | C:LOCATION-RELATED
shelled civilian houses in | C:LOCATION-RELATED
went on strike in | C:LOCATION-RELATED
shelled the area of | C:LOCATION-RELATED
hit a landmine in | C:LOCATION-RELATED
hit areas in | C:LOCATION-RELATED
blocked the roads in | C:LOCATION-RELATED
blocked the road near | C:LOCATION-RELATED
struck the town of | C:LOCATION-RELATED
struck the village of | C:LOCATION-RELATED
hit Military site in | C:LOCATION-RELATED
defected from | C:LOCATION-RELATED
targeted the vicinity of | C:LOCATION-RELATED
bombarded the town of | C:LOCATION-RELATED
shelled the city of | C:LOCATION-RELATED
took the streets of | C:LOCATION-RELATED
raised slogans in | C:LOCATION-RELATED
groups held rallies in | C:LOCATION-RELATED
shelled civilian homes in | C:LOCATION-RELATED
targeted a house in | C:LOCATION-RELATED
was travelling in | C:LOCATION-RELATED
staged rallies in | C:LOCATION-RELATED
blocked the road outside | C:LOCATION-RELATED
clashed in the area of | C:LOCATION-RELATED
hit a roadside bomb in | C:LOCATION-RELATED
took the streets in | C:LOCATION-RELATED
stepped on a landmine | C:LOCATION-RELATED
took to the streets across | C:LOCATION-RELATED
held a rally outside | C:LOCATION-RELATED
targeted civilian houses in | C:LOCATION-RELATED
block roads in | C:LOCATION-RELATED
raided the town of | C:LOCATION-RELATED
clashed in the town of | C:LOCATION-RELATED
gathered in the center of | C:LOCATION-RELATED
exchanged firing across | C:LOCATION-RELATED
took out a torch rally in | C:LOCATION-RELATED
caused a fire in | C:LOCATION-RELATED
blocked several roads in | C:LOCATION-RELATED
have regained control of | C:LOCATION-RELATED
outskirts of | C:LOCATION-RELATED
town of | C:LOCATION-RELATED
roads in | C:LOCATION-RELATED
street in | C:LOCATION-RELATED
vicinity of  | C:LOCATION-RELATED
village of | C:LOCATION-RELATED
site in | C:LOCATION-RELATED
city of | C:LOCATION-RELATED
highway near | C:LOCATION-RELATED
roads near | C:LOCATION-RELATED
streets of | C:LOCATION-RELATED
district of | C:LOCATION-RELATED
treatment | C:HEALTH-CONDITION
recovery | C:HEALTH-CONDITION
affected | C:HEALTH-CONDITION
diagnosis | C:HEALTH-CONDITION
hit by | C:HEALTH-CONDITION
treatments | C:HEALTH-CONDITION
recovered | C:HEALTH-CONDITION
disruption | C:HEALTH-CONDITION
quarantined | C:HEALTH-CONDITION
have recovered | C:HEALTH-CONDITION
infected by | C:HEALTH-CONDITION
infected | C:HEALTH-CONDITION
recoveries | C:HEALTH-CONDITION
prevent the spread of | C:HEALTH-CONDITION
have been tested for | C:HEALTH-CONDITION
tested negative for | C:HEALTH-CONDITION
have recovered from | C:HEALTH-CONDITION
recovered from | C:HEALTH-CONDITION
has infected more | C:HEALTH-CONDITION
continues to spread | C:HEALTH-CONDITION
contain the spread of | C:HEALTH-CONDITION
stop the spread of | C:HEALTH-CONDITION
have been affected by | C:HEALTH-CONDITION
